,Age,MonthlyIncome,TotalWorkingYears,YearsAtCompany,DistanceFromHome,PercentSalaryHike,NumCompaniesWorked,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,Attrition
1637,50,47870,28,27,10,12,0,7,2,3,0
1638,30,188800,12,11,10,22,0,7,3,4,0
1639,60,23390,22,18,16,20,4,11,3,1,0
1640,47,135700,20,5,1,16,5,4,1,4,0
1641,46,67120,26,3,4,21,6,1,1,3,0
1642,35,54060,6,5,15,12,0,3,4,3,0
1643,54,89380,19,1,2,11,7,0,3,3,0
1644,34,24390,14,7,8,11,3,7,4,3,0
1645,46,88370,15,3,2,18,2,2,3,4,0
1646,31,53430,13,13,7,14,1,8,3,2,0
1647,33,67280,15,7,10,22,7,7,2,3,1
1648,33,66520,8,4,5,25,7,3,1,4,1
1649,30,48500,4,3,2,12,0,2,4,2,0
1650,35,28090,10,8,12,23,4,0,4,3,0
1651,31,56890,12,1,22,15,3,0,1,3,1
1652,34,20010,11,3,17,22,9,2,2,1,1
1653,42,29770,8,2,2,15,4,0,2,3,0
1654,36,40250,10,10,3,11,1,7,2,4,0
1655,22,37850,4,2,7,13,5,2,3,3,1
1656,48,108540,14,9,6,14,2,7,2,4,0
1657,55,120310,37,10,1,11,3,7,1,2,0
1658,41,99360,16,14,3,17,7,10,4,4,0
1659,35,29660,15,11,22,18,9,9,2,3,0
1660,40,25710,22,20,15,14,7,13,2,3,0
1661,39,99910,8,8,12,16,1,7,3,3,0
1662,31,61420,10,6,1,13,4,5,2,4,0
1663,42,53900,10,10,5,14,1,8,4,1,0
1664,45,44040,9,8,2,23,0,7,4,2,0
1665,26,59930,8,7,2,12,0,0,2,3,1
1666,29,51300,8,3,5,11,4,2,4,4,0
1667,33,20900,10,6,16,16,4,5,1,3,0
1668,31,29090,10,5,2,14,9,1,3,4,0
1669,18,34680,0,0,2,18,1,0,2,2,1
1670,40,30680,20,1,1,19,3,1,3,1,0
1671,41,26700,10,8,23,15,2,7,1,3,0
1672,26,26930,8,0,9,17,5,0,1,3,0
1673,35,95260,5,5,16,15,1,3,1,3,0
1674,34,52370,10,10,26,19,1,7,4,4,0
1675,26,24260,1,1,1,22,1,0,3,4,1
1676,37,41930,12,6,8,16,4,2,2,4,0
1677,46,29110,28,2,4,13,5,2,1,3,0
1678,41,26610,22,18,24,14,7,8,2,4,0
1679,37,20280,9,9,7,16,1,7,1,2,0
1680,52,99800,18,10,2,11,3,9,4,1,0
1681,32,32980,6,4,7,22,8,2,4,3,1
1682,24,29350,3,2,22,14,0,1,4,4,0
1683,38,154270,18,1,5,16,3,0,3,3,0
1684,37,39440,8,6,1,11,6,3,2,2,0
1685,49,40110,31,31,21,18,1,9,4,3,0
1686,24,34070,6,6,1,15,1,4,2,4,0
1687,26,119940,6,5,19,14,1,4,1,2,0
1688,24,12320,1,1,7,12,1,0,4,2,0
1689,50,29600,32,32,2,14,1,7,1,2,0
1690,25,190940,7,7,2,16,1,6,2,3,0
1691,24,39190,6,6,2,21,1,2,1,3,1
1692,30,68250,1,1,9,14,1,0,2,1,1
1693,34,102480,6,6,6,12,1,3,2,4,0
1694,31,189470,9,3,9,12,2,2,2,1,1
1695,35,24960,9,3,2,17,4,2,1,4,0
1696,31,64650,13,7,1,17,4,7,1,4,0
1697,27,22060,6,5,22,14,0,3,1,3,0
1698,37,20860,17,3,9,14,4,0,4,3,0
1699,20,22930,1,1,17,13,1,0,4,2,0
1700,42,26450,10,10,28,15,1,2,3,4,0
1701,43,26830,21,1,10,11,4,0,2,4,0
1702,38,20140,8,0,2,17,3,0,3,1,0
1703,43,34190,10,8,4,11,3,7,4,3,0
1704,48,53760,21,3,8,13,7,2,4,1,0
1705,44,19510,10,2,29,22,4,2,1,3,0
1706,34,23410,8,8,13,20,1,6,3,3,0
1707,27,22930,5,4,27,18,0,2,3,1,1
1708,21,87260,3,3,16,11,1,2,3,3,0
1709,44,40110,26,2,2,14,4,1,4,4,0
1710,22,195450,3,2,2,14,0,2,1,3,0
1711,33,45680,6,5,13,18,2,2,3,3,0
1712,32,30220,6,6,1,16,1,5,1,4,0
1713,30,57720,1,1,4,17,1,0,3,3,0
1714,53,22690,18,14,24,11,7,10,4,1,0
1715,34,53810,10,10,1,12,1,8,2,4,0
1716,45,34410,5,1,19,13,2,0,1,1,1
1717,26,54540,3,3,7,13,1,2,3,4,0
1718,37,98840,10,10,4,14,1,8,3,3,0
1719,29,41570,6,6,2,17,1,2,2,3,0
1720,35,134580,17,17,10,11,1,8,2,4,0
1721,33,90690,15,13,8,25,3,7,3,4,0
1722,54,40140,16,9,5,19,2,1,3,2,0
1723,36,59150,13,3,8,13,2,2,2,2,0
1724,27,59930,5,4,9,14,0,1,1,4,0
1725,20,61620,1,1,1,12,1,1,4,3,1
1726,33,24060,10,10,15,11,1,7,1,1,1
1727,35,187400,1,1,2,19,1,0,3,3,0
1728,23,76370,5,3,2,11,2,2,1,1,0
1729,25,100960,4,3,11,11,0,2,4,2,0
1730,38,147560,8,7,16,20,0,5,4,4,0
1731,29,64990,10,10,2,18,1,8,2,4,0
1732,48,97240,12,2,16,13,3,2,2,2,0
1733,27,21940,6,6,4,12,1,4,4,4,0
1734,37,33880,4,1,16,11,3,0,4,4,0
1735,50,54730,20,20,5,19,1,8,4,3,0
1736,34,27030,9,8,18,21,1,7,4,2,0
1737,24,25010,4,2,17,12,9,0,1,3,1
1738,39,62200,20,20,12,14,1,10,4,3,0
1739,32,30380,10,10,2,11,1,8,4,4,0
1740,50,44240,18,4,4,14,3,3,2,3,1
1741,38,43120,10,9,9,12,0,8,2,4,0
1742,27,132450,9,9,10,23,1,7,3,1,0
1743,32,136640,10,7,1,14,3,7,3,4,0
1744,47,50210,20,7,2,17,2,7,4,1,0
1745,40,51260,20,18,3,18,5,12,4,1,0
1746,53,28590,32,5,7,18,3,3,3,3,0
1747,41,102390,23,21,6,24,3,6,2,4,0
1748,60,53290,10,2,8,20,8,2,1,1,0
1749,27,43250,9,9,29,14,1,7,4,1,0
1750,41,72600,22,22,3,16,1,10,4,3,0
1751,50,23220,4,2,9,25,7,2,4,2,0
1752,28,20750,10,7,2,18,7,7,1,2,1
1753,36,41520,10,8,10,19,9,5,1,1,0
1754,38,96190,10,1,1,13,4,0,3,3,0
1755,44,135030,9,5,8,12,2,4,1,3,0
1756,47,54410,28,22,27,22,9,13,4,3,0
1757,30,52090,10,8,8,14,7,7,3,4,0
1758,29,106730,1,1,1,13,1,0,3,3,0
1759,42,50100,7,2,10,21,6,2,3,3,1
1760,43,135490,7,2,26,11,3,2,4,4,0
1761,34,49990,10,5,2,12,3,3,2,3,0
1762,23,42210,5,4,13,11,1,2,2,1,0
1763,39,138720,12,8,2,12,9,6,3,2,0
1764,56,20420,30,10,2,12,7,1,3,4,0
1765,40,20730,5,4,9,14,0,3,4,4,0
1766,27,29560,9,7,10,13,8,7,4,1,0
1767,29,29260,2,2,20,15,1,2,4,2,0
1768,53,48090,19,2,9,18,2,2,4,4,0
1769,35,51630,16,1,5,18,2,0,4,1,0
1770,32,188440,10,10,4,19,1,7,1,4,0
1771,38,181720,6,1,10,12,6,1,4,3,0
1772,34,57440,7,0,20,19,3,0,2,1,0
1773,52,28890,34,34,21,11,1,16,3,1,0
1774,33,28710,10,10,1,17,1,8,4,4,1
1775,25,74840,6,6,8,15,1,4,3,4,0
1776,45,60740,9,8,2,14,0,1,2,3,0
1777,23,173280,2,2,23,17,1,2,1,3,0
1778,47,27740,8,5,4,13,4,3,2,3,1
1779,34,45050,6,6,12,12,1,4,4,4,0
1780,55,74280,24,5,7,12,5,4,4,1,1
1781,36,116310,10,10,7,18,1,9,1,1,0
1782,52,97380,5,4,1,18,0,2,4,4,0
1783,26,28350,5,2,2,11,3,0,1,4,0
1784,29,169590,11,8,10,14,4,1,2,3,0
1785,26,26130,6,4,15,19,6,2,4,1,1
1786,34,61460,10,4,14,12,2,3,2,4,0
1787,54,49630,9,5,18,15,9,4,4,1,0
1788,27,195370,5,4,13,12,0,1,3,4,0
1789,37,61720,6,5,2,11,0,3,4,1,0
1790,38,23680,17,15,2,11,6,12,1,1,0
1791,34,103120,6,6,2,12,1,3,3,1,0
1792,35,16750,3,3,5,16,1,2,1,4,0
1793,30,25230,7,2,20,13,3,2,4,3,0
1794,40,65670,8,8,10,13,1,7,3,2,0
1795,34,47390,6,3,10,24,5,2,3,1,0
1796,42,92080,24,24,9,15,1,9,2,4,0
1797,23,45590,1,0,2,18,1,0,3,1,1
1798,24,81890,1,1,1,14,1,0,3,2,0
1799,52,29420,9,5,29,11,8,4,4,3,0
1800,50,49410,30,4,8,11,5,3,3,3,0
1801,29,106500,1,1,2,13,1,0,2,1,1
1802,33,59020,14,13,3,12,0,7,3,3,0
1803,33,86390,6,3,23,16,5,2,1,1,1
1804,47,63470,26,26,6,14,1,0,3,4,0
1805,36,42000,10,9,6,22,0,5,3,2,0
1806,29,34520,10,10,10,11,1,7,3,3,0
1807,58,43170,40,31,24,17,7,8,4,2,1
1808,35,26320,7,2,10,13,3,2,4,3,0
1809,42,46680,8,4,15,18,9,2,4,4,0
1810,28,32040,5,2,19,16,6,1,3,3,1
1811,36,27200,8,5,2,14,4,4,3,2,0
1812,32,171810,14,14,3,14,1,8,3,3,0
1813,40,22380,10,1,9,14,6,0,1,3,0
1814,30,14830,12,0,7,13,5,0,3,4,0
1815,45,56050,1,1,10,12,1,0,2,3,0
1816,42,72950,10,9,20,15,1,8,2,2,0
1817,38,23060,13,4,4,19,2,2,1,1,0
1818,34,23480,6,5,7,14,1,3,3,4,0
1819,49,89980,9,9,7,14,1,7,3,4,1
1820,55,43190,12,9,16,11,4,3,3,4,1
1821,43,61320,22,4,25,13,6,0,2,1,0
1822,27,33460,9,9,2,21,1,8,3,4,0
1823,35,108550,17,8,1,13,3,6,3,3,0
1824,28,22310,8,8,1,12,1,5,2,2,0
1825,34,23230,4,3,2,17,0,2,3,4,0
1826,26,20240,8,8,22,23,1,7,3,3,1
1827,27,27130,0,0,1,11,1,0,4,4,0
1828,51,94390,29,20,16,15,2,17,1,3,0
1829,44,25660,10,5,24,11,9,3,4,2,0
1830,25,199260,6,4,17,11,7,1,1,1,0
1831,33,24510,9,9,8,13,1,8,1,1,0
1832,35,94190,6,6,6,24,1,1,3,1,0
1833,36,86860,18,18,10,13,1,11,2,4,0
1834,32,30380,8,5,3,20,2,3,2,4,0
1835,30,30580,10,5,4,14,9,3,2,4,0
1836,53,23250,35,5,6,18,7,4,1,4,0
1837,45,20880,18,5,1,15,4,2,4,1,0
1838,32,30720,9,5,10,12,5,3,3,3,0
1839,52,50060,31,9,1,16,3,0,3,4,0
1840,37,42570,9,1,24,15,4,0,4,3,0
1841,28,25000,6,5,21,16,1,4,2,4,0
1842,22,11020,4,2,2,19,6,2,4,4,0
1843,44,104530,10,3,22,11,2,2,1,4,0
1844,42,22880,8,2,13,16,5,2,2,4,0
1845,36,39290,6,5,14,24,0,3,1,1,0
1846,25,23110,5,5,11,11,1,3,3,1,0
1847,35,31400,17,17,9,13,1,15,4,3,0
1848,35,36900,10,10,8,13,1,8,4,2,1
1849,32,44500,4,3,21,13,0,2,4,4,0
1850,25,27560,5,5,5,12,1,3,3,1,0
1851,49,190330,7,4,9,18,2,2,3,1,0
1852,24,187220,6,5,2,22,0,4,1,4,0
1853,32,95470,10,10,12,13,1,3,2,2,0
1854,38,137340,3,2,22,13,0,2,2,2,0
1855,42,199990,17,5,18,23,2,3,3,4,0
1856,31,22790,8,6,16,12,3,2,4,4,0
1857,29,59160,5,3,3,12,6,2,2,3,1
1858,53,20890,28,2,9,16,5,2,1,4,0
1859,35,167920,16,13,1,12,3,8,4,2,0
1860,37,35640,10,5,13,11,5,0,3,4,0
1861,53,44250,33,12,1,22,6,8,4,4,0
1862,43,52650,12,5,1,11,4,2,4,4,0
1863,47,65530,8,7,15,15,0,7,3,4,0
1864,37,62610,10,10,1,12,1,9,1,2,0
1865,50,42980,31,31,17,20,1,7,1,1,0
1866,39,68040,13,5,1,14,8,4,4,4,0
1867,33,38150,7,4,7,11,3,3,4,2,0
1868,32,27410,1,1,9,15,1,1,1,4,1
1869,29,66730,8,4,5,12,6,3,1,4,0
1870,44,76390,8,8,26,14,1,1,2,1,0
1871,28,23280,4,4,24,11,1,2,1,4,0
1872,58,21530,3,1,9,11,9,0,4,4,1
1873,43,48760,4,1,7,16,4,0,1,2,0
1874,20,93960,2,2,11,12,1,2,3,3,1
1875,21,104000,1,1,1,13,1,0,4,4,1
1876,36,84740,17,16,26,14,0,11,3,4,0
1877,47,99810,3,3,2,21,1,2,4,4,0
1878,22,124900,4,3,15,13,0,2,2,3,1
1879,41,26570,10,7,23,11,4,0,2,4,1
1880,28,135910,6,2,10,20,5,2,3,3,0
1881,39,66960,8,2,10,11,7,2,4,1,1
1882,27,20580,1,1,1,14,1,0,2,3,0
1883,34,88650,1,1,12,11,1,0,2,2,0
1884,42,59400,10,5,11,16,7,3,3,3,0
1885,33,59140,6,3,2,16,3,2,3,1,0
1886,58,26220,24,6,2,23,2,4,3,2,0
1887,31,121850,13,7,1,14,3,2,2,3,0
1888,35,106090,10,10,2,22,1,7,4,4,0
1889,49,43450,29,26,25,15,4,7,1,2,0
1890,48,21770,13,0,1,18,4,0,4,3,0
1891,31,27930,9,9,1,16,1,0,4,3,0
1892,36,79180,8,6,2,12,2,1,2,4,0
1893,38,87890,15,15,6,11,1,11,4,1,0
1894,32,23890,5,3,18,12,6,2,3,2,0
1895,25,32120,1,1,1,15,1,0,3,2,1
1896,40,192320,11,1,1,14,2,0,1,2,0
1897,26,22670,7,7,11,19,1,7,3,1,0
1898,41,195170,20,18,1,13,2,17,4,1,0
1899,36,24360,16,11,9,13,4,9,3,3,0
1900,19,160640,1,1,15,15,1,0,4,2,1
1901,20,27070,1,1,29,11,1,0,1,1,1
1902,31,190680,10,9,1,12,0,5,4,4,0
1903,40,39310,3,1,1,19,8,0,4,2,0
1904,32,37300,8,8,24,25,1,3,3,1,0
1905,36,22320,16,16,10,12,1,7,3,4,1
1906,33,44650,6,5,1,13,0,4,2,4,0
1907,37,30720,17,14,10,14,5,7,1,3,1
1908,45,33190,9,9,8,12,1,8,3,2,0
1909,29,192020,3,3,29,12,1,2,3,4,0
1910,35,136750,5,5,1,15,1,0,3,3,0
1911,52,29110,26,9,5,17,2,8,4,4,0
1912,58,59570,7,1,9,14,4,0,4,3,1
1913,53,39200,22,17,9,16,6,2,3,3,0
1914,30,64340,10,8,3,14,5,7,3,3,0
1915,38,100480,6,5,4,23,1,3,3,4,0
1916,35,109380,12,10,1,14,6,8,4,4,0
1917,39,23400,9,8,1,11,0,7,1,3,0
1918,40,65450,22,1,2,15,4,0,2,2,1
1919,47,69310,20,19,7,11,1,7,3,3,0
1920,36,48980,12,7,28,13,4,7,1,4,0
1921,31,25930,4,3,28,21,0,2,3,1,1
1922,33,194360,10,10,15,19,1,0,4,3,0
1923,29,27230,3,0,3,11,6,0,4,1,1
1924,33,34790,5,3,2,12,3,2,2,4,0
1925,45,27940,8,5,26,19,3,2,4,4,0
1926,50,52490,32,5,10,21,9,3,4,4,0
1927,33,21760,6,6,1,14,1,2,3,2,0
1928,41,168720,21,18,11,15,2,11,1,3,0
1929,27,34850,4,2,20,17,9,2,3,2,0
1930,45,66440,9,9,2,12,1,8,4,1,0
1931,47,55820,9,9,18,16,1,7,4,4,0
1932,30,40000,7,5,2,12,4,1,1,3,1
1933,50,134960,22,12,1,18,3,5,4,3,0
1934,38,32100,3,2,13,17,0,2,3,3,0
1935,46,190450,13,8,28,11,6,7,4,3,0
1936,24,118490,5,4,28,16,1,2,4,3,0
1937,35,20700,5,4,24,13,1,2,3,2,1
1938,31,65020,4,4,5,12,1,3,3,1,0
1939,18,32300,0,0,5,12,1,0,2,4,0
1940,54,136030,22,10,23,13,8,8,3,3,0
1941,35,119960,16,16,6,19,1,1,3,3,0
1942,30,56050,9,8,4,12,0,7,2,1,0
1943,20,63970,1,1,2,17,1,0,4,1,1
1944,30,191440,4,3,8,11,0,2,2,2,1
1945,26,175840,8,8,1,20,1,3,4,4,0
1946,22,49070,4,4,8,21,1,1,2,1,0
1947,48,45540,19,2,2,11,2,2,1,3,0
1948,48,54150,27,15,3,11,7,8,3,3,0
1949,41,47410,8,2,2,16,6,1,4,3,0
1950,39,21150,21,21,2,18,1,8,4,4,0
1951,27,31610,4,3,3,13,0,2,1,4,0
1952,35,57450,3,3,24,17,1,2,2,4,0
1953,42,23730,21,1,23,14,6,0,4,3,0
1954,50,33100,8,1,27,22,4,0,1,4,0
1955,59,186650,30,5,16,12,3,3,3,4,0
1956,37,44850,15,1,15,11,5,0,1,2,1
1957,55,27890,17,8,26,13,3,7,3,2,0
1958,41,58280,21,21,19,13,1,10,2,3,0
1959,38,23260,19,1,24,14,8,0,2,4,0
1960,26,135250,7,2,21,17,8,2,2,1,1
1961,52,14200,33,32,5,13,1,9,1,4,1
1962,44,80200,23,12,16,11,3,11,4,4,0
1963,50,36880,19,18,2,11,0,13,4,3,0
1964,36,54820,18,17,2,18,1,14,3,1,1
1965,39,160150,21,21,11,11,1,8,4,1,0
1966,33,12000,3,2,9,11,0,2,2,4,0
1967,45,56610,26,9,7,12,3,1,4,4,0
1968,32,69290,10,8,15,20,9,7,4,3,0
1969,34,96130,16,15,6,12,0,9,2,4,0
1970,59,56740,14,6,5,12,3,4,2,4,0
1971,45,54840,6,6,16,20,1,4,2,2,0
1972,53,120610,30,15,8,20,2,12,3,2,0
1973,36,56600,9,1,7,12,7,0,1,3,1
1974,26,48210,6,3,2,14,6,2,1,1,1
1975,34,64100,1,1,2,13,1,0,3,3,0
1976,28,52100,1,1,10,15,1,0,4,2,0
1977,38,26950,8,2,9,14,3,2,3,3,0
1978,50,118780,29,8,5,13,2,7,2,3,0
1979,37,170680,8,4,1,23,3,1,4,2,0
1980,40,24550,8,7,2,15,1,5,3,1,0
1981,26,139640,5,5,3,11,1,3,1,3,0
1982,46,49410,23,2,2,13,9,2,4,4,0
1983,54,24780,13,9,5,11,6,0,3,3,0
1984,56,52280,18,5,1,11,2,3,1,3,0
1985,36,44780,15,14,4,18,0,8,4,4,0
1986,55,75470,31,9,2,16,7,2,3,1,0
1987,43,50550,18,1,25,22,5,0,3,4,0
1988,20,34640,2,2,8,20,1,2,4,4,1
1989,21,57750,1,1,1,18,1,0,3,1,1
1990,46,89430,19,16,12,12,8,7,4,1,0
1991,51,192720,18,10,23,20,9,7,1,3,1
1992,28,52380,10,10,19,17,1,9,2,1,1
1993,26,46820,6,5,5,11,1,3,1,1,0
1994,30,183000,7,6,8,14,0,2,3,1,0
1995,41,52570,10,10,1,14,1,8,2,3,0
1996,38,63490,20,19,5,11,2,9,3,3,0
1997,40,48690,14,11,1,12,4,1,1,4,0
1998,27,99850,3,3,11,14,1,2,1,3,0
1999,55,36970,23,3,23,13,3,2,4,2,0
2000,28,74570,10,8,1,11,3,7,3,3,0
2001,44,21190,24,20,18,15,9,6,2,1,1
2002,33,39830,9,3,23,12,4,2,4,4,0
2003,35,61180,9,8,7,21,0,7,4,1,1
2004,33,62140,14,13,1,19,1,8,1,3,1
2005,28,63470,4,4,1,15,1,2,1,3,0
2006,34,115100,7,6,29,14,0,4,1,4,0
2007,37,71430,8,1,7,21,2,0,4,4,0
2008,25,82680,7,7,25,12,1,6,4,4,1
2009,26,80950,1,1,8,15,1,0,1,3,1
2010,33,29040,5,2,8,13,4,2,1,2,1
2011,42,60320,23,22,11,14,0,7,4,1,0
2012,28,29760,1,1,7,14,1,0,1,2,1
2013,50,159920,5,0,1,14,3,0,4,3,1
2014,33,46490,4,3,9,12,0,2,4,2,0
2015,34,26960,6,0,1,23,3,0,3,4,0
2016,48,23700,27,5,2,11,2,1,1,4,0
2017,45,125040,15,15,1,12,1,12,2,3,0
2018,52,59740,18,8,1,18,7,0,2,2,0
2019,38,47360,9,8,6,11,0,7,3,3,0
2020,29,52960,11,7,8,14,4,7,3,4,0
2021,28,67810,10,9,1,15,0,7,4,2,0
2022,46,21740,23,12,6,11,3,9,1,3,0
2023,38,66530,10,1,7,20,7,0,4,2,0
2024,43,96990,18,8,5,19,8,1,3,1,0
2025,39,67550,21,18,1,14,7,5,1,4,1
2026,40,22130,21,20,1,17,1,9,3,3,0
2027,21,26100,2,2,1,11,1,2,4,2,0
2028,39,28510,9,5,6,15,9,3,3,2,0
2029,36,34520,18,11,1,13,2,9,1,4,0
2030,31,52580,3,2,7,14,0,2,3,4,0
2031,28,93550,6,5,2,11,0,4,1,2,0
2032,35,104960,5,5,9,13,1,2,4,4,0
2033,49,63800,22,9,2,23,6,3,4,2,0
2034,34,26570,5,3,9,13,2,2,4,3,0
2035,29,27160,8,7,1,18,0,1,4,2,0
2036,42,22010,16,1,21,12,4,0,2,4,0
2037,29,65400,10,10,4,22,1,2,2,4,0
2038,38,38160,7,7,1,13,1,0,3,3,0
2039,28,52530,3,3,6,15,1,2,3,3,0
2040,18,109650,0,0,2,18,1,0,3,3,1
2041,33,49360,6,5,3,14,0,3,1,1,1
2042,41,25430,6,1,4,12,3,0,2,4,0
2043,31,53040,2,2,10,17,1,2,3,3,1
2044,37,166590,9,6,23,16,7,3,3,4,0
2045,27,42600,4,4,6,11,1,2,4,3,0
2046,34,24760,6,6,1,19,1,3,2,3,0
2047,35,31020,6,5,6,13,1,4,3,3,0
2048,29,22440,11,11,6,12,1,10,4,1,1
2049,40,75960,20,18,2,11,9,13,2,3,0
2050,42,22850,22,21,2,16,0,14,3,1,1
2051,42,30340,9,6,1,21,7,5,2,1,0
2052,35,57150,10,8,5,24,6,7,4,3,0
2053,24,25760,6,4,7,17,8,2,4,2,0
2054,28,41970,1,1,15,13,1,0,3,4,1
2055,26,143360,8,8,1,21,1,7,1,4,0
2056,30,34480,10,10,7,11,1,4,3,3,0
2057,40,194060,16,1,26,20,3,0,3,4,0
2058,35,65380,15,7,18,16,2,4,3,2,0
2059,34,43060,14,13,6,11,0,9,4,1,0
2060,35,22580,2,2,3,11,1,2,4,4,0
2061,43,45220,7,4,5,15,8,3,1,3,1
2062,32,44870,1,1,11,11,1,0,3,1,0
2063,56,44490,28,5,3,15,4,2,4,1,0
2064,29,22180,10,10,26,24,1,8,2,4,0
2065,19,191970,1,1,23,12,1,0,3,1,0
2066,45,132120,7,3,22,13,4,2,1,3,0
2067,37,65770,14,14,14,13,1,11,4,4,0
2068,20,83920,2,2,6,17,1,2,1,3,0
2069,44,45580,6,6,6,13,1,2,3,3,1
2070,53,40310,26,7,6,12,3,7,4,3,0
2071,29,79690,6,5,23,14,0,3,2,4,0
2072,22,26540,1,0,22,24,0,0,3,4,1
2073,46,165550,28,26,2,14,8,9,3,1,0
2074,44,45560,6,0,20,13,2,0,4,3,0
2075,33,60910,5,5,28,15,1,4,2,3,0
2076,41,195660,5,1,12,16,6,0,1,1,1
2077,30,48100,8,4,20,18,8,3,3,1,0
2078,40,45230,5,0,9,16,5,0,2,2,0
2079,50,32020,32,2,25,24,2,2,4,1,0
2080,28,23510,6,6,6,16,1,3,4,1,0
2081,46,17020,25,4,8,21,5,3,4,2,0
2082,35,180410,15,7,4,20,3,7,3,1,0
2083,24,28860,1,1,28,19,1,0,4,2,1
2084,33,20970,10,10,9,14,1,1,2,3,0
2085,36,119350,7,7,9,11,1,7,3,3,0
2086,30,25460,10,10,29,14,1,9,3,3,0
2087,44,25640,20,20,3,12,1,17,4,4,0
2088,20,84120,2,2,18,13,1,2,3,4,0
2089,46,141180,12,6,9,22,2,4,4,4,0
2090,42,170460,10,4,5,11,7,3,4,1,0
2091,60,25640,12,11,2,14,0,9,2,4,0
2092,32,102660,2,2,10,11,1,2,3,2,0
2093,32,50700,10,8,9,12,4,7,4,3,0
2094,36,178610,17,7,3,18,2,7,3,1,0
2095,33,42300,15,14,26,12,0,10,1,4,0
2096,40,37800,7,5,1,12,7,3,2,2,0
2097,25,27680,5,4,6,22,0,1,3,4,0
2098,30,90710,12,11,9,19,0,7,4,2,0
2099,42,106480,20,1,8,13,3,0,1,1,0
2100,35,136100,16,13,1,22,4,12,3,4,0
2101,27,34080,9,9,7,24,1,8,1,1,0
2102,54,29830,33,5,9,14,7,4,4,3,0
2103,44,76320,10,10,4,21,1,7,1,4,0
2104,19,98240,1,1,2,18,1,0,1,2,1
2105,29,99500,3,3,19,20,1,2,1,4,0
2106,54,20930,36,10,9,19,3,9,4,4,0
2107,31,99800,6,6,21,12,1,1,3,1,0
2108,31,38940,10,10,24,12,1,8,3,1,0
2109,59,40510,13,6,3,16,5,5,3,4,0
2110,43,168350,25,8,11,17,3,7,3,4,0
2111,49,62300,23,1,14,14,2,0,1,3,0
2112,36,47170,12,11,5,19,1,7,3,2,0
2113,48,132370,7,1,1,13,5,0,4,2,0
2114,27,37550,5,5,6,19,1,3,1,3,0
2115,29,65820,6,6,17,19,1,0,3,4,0
2116,48,74060,25,1,1,14,6,0,4,4,0
2117,29,48050,9,7,3,16,3,7,4,4,0
2118,34,27410,2,1,9,15,0,0,3,3,0
2119,44,42620,26,22,4,18,7,10,2,2,0
2120,33,161840,10,9,8,13,0,8,4,3,0
2121,19,115570,1,1,2,22,1,1,2,4,0
2122,23,18780,1,1,2,13,1,1,4,3,0
2123,25,109320,1,1,1,11,1,0,3,4,1
2124,26,68110,8,8,9,11,1,2,3,4,0
2125,45,43060,26,24,12,11,2,11,1,2,1
2126,55,48590,34,33,27,24,1,0,4,2,0
2127,21,53370,2,2,20,14,1,2,1,3,1
2128,46,23400,26,11,1,13,2,8,4,2,0
2129,34,74910,4,3,13,14,0,2,3,1,0
2130,51,105270,31,29,14,14,4,10,4,2,0
2131,59,165950,25,9,4,21,6,4,4,4,0
2132,34,88340,15,11,14,13,4,10,3,2,0
2133,28,55770,5,4,2,19,0,2,4,3,0
2134,44,47070,26,25,3,17,1,13,3,1,0
2135,34,24000,14,10,1,18,4,8,3,2,0
2136,35,98240,4,3,9,19,0,2,3,3,0
2137,42,64470,18,1,23,13,6,0,2,2,0
2138,43,195020,23,21,7,18,3,17,4,4,0
2139,36,27250,18,16,2,21,9,12,3,2,0
2140,44,62720,10,10,21,19,1,5,1,4,1
2141,28,21270,2,2,2,14,1,2,4,4,0
2142,51,182000,8,7,21,17,0,7,2,3,0
2143,30,20960,10,8,2,11,7,7,3,3,0
2144,29,28860,10,7,29,13,3,7,2,3,1
2145,28,20330,5,3,1,15,2,2,4,1,0
2146,25,36220,2,2,18,25,1,1,4,2,0
2147,32,42330,10,10,10,11,1,8,3,4,0
2148,45,36810,22,0,19,17,3,0,3,2,0
2149,39,54600,21,19,29,13,6,2,3,2,0
2150,58,21870,2,2,27,18,1,2,1,3,0
2151,32,96020,10,10,5,13,1,1,4,3,1
2152,39,28360,6,5,18,20,0,3,3,1,1
2153,30,40890,10,9,9,18,0,7,1,4,0
2154,36,166270,10,7,1,12,3,7,4,3,0
2155,46,26190,10,7,4,12,6,7,4,1,0
2156,28,56790,10,9,1,13,0,5,3,4,0
2157,50,154020,25,3,20,21,4,2,4,1,0
2158,40,59850,9,5,8,13,2,0,4,2,1
2159,52,25790,10,8,3,19,9,7,2,2,1
2160,30,30410,9,9,6,11,1,8,2,1,0
2161,39,34470,9,8,26,14,0,7,1,3,0
2162,31,195130,10,10,1,12,1,6,4,3,0
2163,41,27730,19,19,6,11,1,9,3,2,0
2164,31,71040,3,3,3,14,1,2,4,2,1
2165,44,63220,10,3,5,11,4,2,1,1,1
2166,42,20830,21,20,4,12,0,10,3,3,0
2167,55,83810,23,19,11,15,4,11,4,3,0
2168,56,26910,36,7,3,16,6,7,4,2,0
2169,40,42860,6,4,1,15,9,0,3,3,0
2170,34,26590,10,9,3,24,0,6,4,4,0
